review_id,customer_id,product_id,rating,review_text,review_date
1,388,23,1,great service,9/15/2022
2,861,397,3,very good product,9/10/2004
3,130,342,1,woow,12/19/2006
4,713,331,4,very good product,4/30/2017
5,225,165,2,amazing,3/6/2017
6,715,392,5,great service,10/14/2009
7,314,255,1,woow,3/10/2009
8,456,191,5,amazing,12/22/2024
9,689,332,1,lovely,7/3/2017
10,321,172,2,lovely,2/17/2023
11,229,53,3,good,5/18/2006
12,677,14,4,woow,12/30/2022
13,351,256,4,Useful,10/20/2016
14,26,117,3,Useful,11/19/2023
15,284,306,2,amazing,5/29/2012
16,539,130,5,great service,12/18/2014
17,427,102,4,lovely,8/15/2004
18,231,299,5,Useful,9/13/2023
19,358,232,2,amazing,9/13/2016
20,232,97,2,good,7/29/2012
21,261,275,2,great service,5/21/2023
22,558,366,5,Useful,3/12/2016
23,698,378,2,lovely,7/2/2014
24,610,24,3,very good product,3/26/2004
25,728,285,3,great service,7/8/2011
26,962,115,1,lovely,10/13/2000
27,297,129,4,lovely,1/14/2001
28,157,223,4,amazing,10/13/2004
29,720,356,3,amazing,12/9/2003
30,855,107,1,very good product,5/1/2024
31,509,239,1,I will buy more,7/5/2005
32,24,175,3,I will buy more,5/23/2017
33,122,45,4,woow,6/25/2020
34,910,124,3,lovely,7/25/2024
35,557,200,3,lovely,10/21/2010
36,597,283,5,woow,4/3/2008
37,863,397,1,great service,1/2/2018
38,123,350,2,Useful,12/8/2015
39,55,7,4,amazing,7/26/2022
40,684,3,3,very good product,6/1/2015
41,941,169,5,great service,4/2/2007
42,967,342,5,lovely,6/21/2011
43,129,370,5,amazing,1/6/2022
44,571,20,2,I will buy more,12/1/2007
45,328,77,3,woow,8/25/2007
46,711,107,2,I will buy more,5/31/2000
47,384,14,4,I will buy more,4/3/2007
48,876,138,1,I will buy more,8/28/2011
49,354,335,1,good,4/6/2010
50,241,361,3,woow,4/3/2016
51,828,333,4,lovely,6/14/2020
52,347,51,4,very good product,5/1/2024
53,160,342,1,great service,8/24/2006
54,221,351,5,Useful,7/25/2007
55,447,209,4,amazing,9/17/2024
56,241,182,3,great service,8/27/2009
57,316,298,3,lovely,1/15/2021
58,146,83,1,very good product,2/27/2006
59,402,267,2,amazing,6/3/2014
60,414,156,3,woow,5/7/2007
61,884,359,2,great service,2/22/2022
62,577,290,4,Useful,7/11/2007
63,829,304,5,good,9/25/2014
64,618,355,4,great service,6/20/2010
65,265,47,1,great service,4/10/2019
66,989,195,1,Useful,7/31/2018
67,655,397,1,good,3/10/2017
68,392,39,5,good,3/20/2013
69,978,246,3,great service,7/16/2006
70,269,383,1,very good product,2/22/2020
71,75,379,1,woow,3/20/2013
72,775,326,1,amazing,3/17/2012
73,296,249,4,very good product,2/23/2014
74,363,283,2,lovely,12/6/2024
75,119,106,4,very good product,1/28/2014
76,420,261,2,good,11/14/2012
77,425,92,5,woow,3/29/2021
78,396,53,1,lovely,3/4/2007
79,519,214,4,good,8/10/2015
80,964,70,3,very good product,4/5/2021
81,403,176,4,amazing,1/21/2004
82,933,126,3,I will buy more,10/18/2016
83,295,102,3,very good product,7/10/2018
84,904,153,4,good,11/24/2001
85,679,171,2,very good product,11/12/2011
86,205,31,4,lovely,8/28/2005
87,491,102,1,woow,1/28/2002
88,834,173,2,good,11/28/2011
89,590,14,1,very good product,10/8/2006
90,470,118,3,amazing,1/29/2024
91,837,393,3,very good product,6/7/2008
92,808,128,5,lovely,3/4/2021
93,945,230,2,I will buy more,6/12/2021
94,662,50,1,great service,1/21/2006
95,1000,368,5,amazing,4/10/2000
96,330,106,4,woow,9/8/2013
97,709,142,5,good,9/12/2004
98,570,125,1,good,12/9/2011
99,346,2,4,woow,8/5/2004
100,564,204,2,I will buy more,12/10/2001
101,759,125,2,lovely,8/16/2016
102,531,189,1,woow,10/2/2001
103,855,130,1,good,9/28/2021
104,771,231,5,amazing,5/1/2015
105,537,9,1,I will buy more,5/30/2011
106,210,26,3,lovely,1/24/2019
107,214,185,3,amazing,6/22/2019
108,177,244,4,Useful,4/28/2011
109,378,169,4,great service,10/18/2015
110,770,343,3,Useful,4/17/2024
111,12,279,4,very good product,5/15/2007
112,660,25,5,lovely,3/27/2002
113,327,344,3,lovely,3/28/2017
114,283,253,3,I will buy more,1/26/2019
115,121,196,3,woow,6/7/2019
116,414,102,4,very good product,8/28/2001
117,806,119,4,great service,7/18/2021
118,477,74,4,woow,4/13/2023
119,102,154,4,I will buy more,9/19/2000
120,488,360,1,I will buy more,3/15/2015
121,506,112,5,I will buy more,11/1/2000
122,565,9,4,good,5/26/2003
123,310,223,2,lovely,3/26/2024
124,840,224,4,woow,8/3/2019
125,547,217,1,good,2/17/2002
126,715,181,2,good,8/31/2010
127,911,204,2,amazing,4/15/2020
128,436,360,4,very good product,12/22/2016
129,675,115,3,very good product,4/3/2018
130,140,212,3,lovely,6/9/2018
131,510,238,4,amazing,12/14/2018
132,13,327,3,Useful,8/1/2008
133,465,254,2,great service,8/3/2021
134,581,12,3,amazing,3/30/2005
135,249,89,5,amazing,2/24/2012
136,892,69,2,great service,6/2/2017
137,240,336,3,amazing,8/12/2007
138,821,261,1,good,3/31/2010
139,739,283,3,good,11/14/2000
140,244,27,2,amazing,3/18/2004
141,379,205,4,I will buy more,5/12/2020
142,148,390,3,amazing,2/15/2018
143,750,184,1,very good product,7/8/2000
144,405,31,3,Useful,5/29/2003
145,451,162,3,very good product,5/31/2001
146,848,60,2,lovely,3/3/2002
147,22,64,2,very good product,10/2/2018
148,928,372,3,good,9/7/2016
149,730,228,5,amazing,9/1/2022
150,695,80,2,great service,11/18/2008
151,38,71,5,amazing,8/14/2006
152,306,387,3,lovely,8/11/2002
153,706,15,2,I will buy more,3/26/2017
154,79,226,3,woow,11/22/2003
155,22,355,3,good,5/16/2017
156,989,311,3,amazing,2/18/2012
157,547,194,5,woow,2/14/2000
158,342,97,1,good,3/16/2002
159,291,272,3,good,6/24/2008
160,111,79,3,lovely,1/20/2019
161,536,283,4,good,5/14/2024
162,269,161,4,great service,5/26/2009
163,544,321,5,very good product,1/25/2018
164,7,233,5,great service,4/29/2008
165,683,191,1,very good product,3/24/2013
166,799,20,1,Useful,5/28/2005
167,301,186,2,woow,7/28/2020
168,153,124,4,woow,2/28/2019
169,35,162,3,I will buy more,11/17/2008
170,389,97,3,good,6/18/2000
171,239,21,3,very good product,1/16/2021
172,9,210,3,amazing,9/6/2017
173,572,110,1,good,5/28/2020
174,480,321,3,lovely,4/4/2021
175,368,8,5,woow,9/15/2008
176,544,388,4,Useful,5/9/2024
177,232,233,5,Useful,10/28/2010
178,258,231,4,amazing,9/28/2000
179,996,155,1,good,9/19/2024
180,432,165,4,amazing,9/19/2020
181,315,47,3,very good product,10/25/2002
182,95,28,4,Useful,4/27/2023
183,618,218,3,great service,2/7/2012
184,768,336,5,good,2/1/2019
185,774,32,2,good,1/13/2023
186,184,220,1,very good product,10/3/2011
187,226,33,1,very good product,2/10/2001
188,763,285,1,good,8/19/2005
189,212,37,1,Useful,7/2/2007
190,326,96,5,great service,9/18/2007
191,276,187,4,Useful,2/26/2018
192,2,51,3,Useful,11/14/2014
193,732,212,1,good,1/11/2020
194,72,57,3,woow,9/2/2024
195,1000,221,2,Useful,5/3/2019
196,692,348,5,I will buy more,3/5/2020
197,749,42,5,woow,11/11/2014
198,643,306,3,woow,12/3/2008
199,233,394,5,Useful,10/19/2004
200,389,126,4,lovely,6/30/2024
201,151,167,2,Useful,3/20/2011
202,761,152,5,lovely,2/19/2015
203,117,314,1,woow,2/5/2021
204,571,351,2,very good product,3/17/2013
205,107,206,3,amazing,4/3/2014
206,660,59,3,good,11/6/2014
207,923,177,5,Useful,10/10/2004
208,237,205,1,lovely,6/25/2018
209,942,376,3,woow,11/13/2016
210,303,119,3,good,3/18/2007
211,475,331,1,amazing,6/15/2019
212,404,213,1,I will buy more,9/29/2003
213,665,25,1,woow,11/19/2016
214,15,289,3,lovely,7/2/2002
215,380,28,4,I will buy more,3/17/2000
216,213,159,1,good,9/2/2021
217,237,108,4,lovely,7/20/2005
218,43,141,4,Useful,10/28/2022
219,100,297,4,lovely,11/23/2018
220,185,320,2,good,11/10/2019
221,269,262,1,I will buy more,10/22/2010
222,370,335,5,Useful,7/20/2023
223,773,307,1,lovely,7/19/2021
224,531,334,4,woow,8/18/2016
225,15,64,2,I will buy more,12/18/2024
226,447,243,2,good,4/21/2001
227,4,126,5,Useful,11/3/2000
228,652,379,4,good,6/16/2023
229,868,61,3,lovely,4/15/2004
230,531,89,5,great service,10/17/2001
231,547,68,1,I will buy more,7/27/2008
232,136,208,2,Useful,1/7/2019
233,840,44,4,woow,4/29/2017
234,236,213,5,amazing,12/23/2009
235,578,348,2,lovely,2/23/2012
236,706,289,3,woow,10/8/2018
237,160,266,3,I will buy more,10/9/2007
238,285,224,5,amazing,8/29/2015
239,218,70,1,very good product,8/13/2023
240,691,84,2,great service,3/17/2013
241,459,18,5,good,1/10/2012
242,434,221,4,lovely,7/2/2022
243,741,212,1,good,2/15/2015
244,499,159,4,Useful,11/27/2013
245,553,28,5,woow,5/29/2004
246,4,361,1,Useful,3/17/2019
247,648,255,2,good,4/28/2006
248,97,382,3,amazing,10/28/2009
249,719,148,4,I will buy more,4/29/2018
250,583,197,1,I will buy more,12/24/2021
251,929,364,4,woow,10/18/2001
252,468,236,1,lovely,12/22/2012
253,425,131,5,I will buy more,2/9/2000
254,226,172,5,I will buy more,8/20/2024
255,259,149,1,I will buy more,4/17/2008
256,145,10,3,very good product,10/26/2010
257,244,55,1,great service,5/2/2001
258,946,97,1,Useful,4/11/2001
259,264,243,5,amazing,2/22/2002
260,855,151,3,I will buy more,3/31/2006
261,891,299,5,good,8/7/2022
262,197,316,1,great service,4/21/2005
263,408,273,3,good,8/7/2023
264,643,286,3,woow,2/18/2012
265,381,376,5,amazing,1/10/2011
266,861,346,1,I will buy more,5/26/2020
267,2,99,2,amazing,12/9/2024
268,968,75,2,woow,7/30/2008
269,685,309,4,good,10/20/2015
270,511,259,3,good,8/21/2005
271,880,312,5,I will buy more,2/18/2009
272,986,362,4,woow,4/20/2003
273,636,80,1,great service,1/27/2002
274,93,34,4,amazing,12/15/2000
275,6,44,5,amazing,12/2/2012
276,391,327,3,I will buy more,9/18/2010
277,908,222,5,lovely,11/26/2015
278,421,149,5,woow,9/15/2017
279,567,326,3,I will buy more,7/18/2023
280,35,310,5,woow,9/16/2004
281,225,104,3,very good product,1/3/2001
282,46,207,4,woow,5/16/2015
283,908,365,1,good,5/25/2005
284,815,33,1,I will buy more,10/16/2020
285,67,318,5,great service,6/25/2016
286,105,115,3,Useful,6/2/2013
287,353,233,5,great service,4/13/2008
288,201,81,3,very good product,5/4/2013
289,570,187,4,great service,2/29/2016
290,819,84,1,I will buy more,2/3/2022
291,666,123,2,good,1/23/2024
292,21,110,4,woow,12/12/2008
293,379,221,5,good,8/6/2020
294,496,88,5,good,4/12/2005
295,81,148,1,I will buy more,1/14/2012
296,260,195,1,Useful,11/8/2011
297,500,92,1,good,10/9/2010
298,194,276,4,good,4/4/2022
299,231,11,2,woow,8/5/2000
300,825,73,2,amazing,12/10/2019
301,713,270,2,woow,11/11/2013
302,36,314,1,woow,7/6/2001
303,751,178,5,I will buy more,3/24/2023
304,816,396,4,Useful,12/9/2004
305,437,12,3,amazing,11/24/2016
306,201,274,2,lovely,4/22/2017
307,620,259,5,woow,5/6/2018
308,855,152,1,woow,7/11/2002
309,218,292,1,great service,7/21/2010
310,677,369,2,amazing,7/6/2014
311,495,217,4,good,11/9/2008
312,845,399,3,Useful,5/24/2020
313,331,375,3,amazing,3/1/2010
314,359,323,2,woow,1/27/2006
315,6,39,5,great service,3/14/2014
316,374,356,2,very good product,7/10/2011
317,530,76,2,woow,12/20/2008
318,705,149,4,good,8/17/2011
319,375,313,3,very good product,5/10/2010
320,113,33,3,great service,6/21/2008
321,934,300,5,Useful,6/14/2017
322,266,310,3,very good product,3/14/2020
323,2,148,2,woow,5/30/2006
324,930,123,4,good,7/28/2015
325,102,259,4,I will buy more,9/30/2010
326,556,280,3,good,6/25/2020
327,279,104,3,very good product,6/24/2020
328,33,209,2,good,4/29/2001
329,426,267,2,good,9/13/2004
330,920,345,5,I will buy more,11/21/2008
331,393,58,1,amazing,11/9/2005
332,388,277,3,good,1/31/2024
333,851,47,3,great service,8/23/2002
334,102,185,3,lovely,5/5/2022
335,575,28,2,very good product,9/30/2011
336,457,172,4,I will buy more,1/24/2007
337,242,143,2,great service,12/25/2023
338,863,366,3,Useful,1/28/2001
339,453,26,2,amazing,11/6/2000
340,393,118,5,amazing,11/17/2004
341,831,377,5,Useful,9/7/2008
342,482,359,3,woow,5/27/2009
343,445,279,2,lovely,11/9/2024
344,805,305,5,very good product,7/26/2012
345,748,204,3,woow,9/29/2017
346,526,323,5,good,7/30/2019
347,251,238,4,good,1/24/2014
348,126,173,5,woow,5/1/2006
349,916,348,4,amazing,8/3/2016
350,176,157,5,amazing,7/12/2014
351,727,180,3,great service,11/11/2001
352,880,286,2,woow,10/24/2021
353,960,321,1,I will buy more,6/27/2019
354,160,197,4,good,9/26/2006
355,51,203,3,great service,10/29/2022
356,208,324,5,Useful,10/5/2018
357,990,391,5,woow,9/19/2004
358,257,15,3,woow,7/27/2021
359,897,323,4,very good product,3/21/2004
360,204,104,1,lovely,1/17/2003
361,674,128,5,woow,8/22/2022
362,116,217,4,very good product,2/21/2004
363,58,379,3,good,10/3/2024
364,363,179,4,great service,7/5/2021
365,843,290,3,amazing,9/13/2001
366,796,267,1,amazing,7/8/2019
367,674,241,2,good,6/30/2011
368,538,75,3,amazing,11/12/2024
369,494,92,4,I will buy more,12/13/2003
370,588,379,3,woow,12/28/2001
371,291,213,5,very good product,1/30/2003
372,9,390,4,Useful,5/26/2005
373,977,355,5,amazing,9/16/2004
374,727,216,4,amazing,8/8/2013
375,784,273,5,Useful,6/29/2000
376,46,102,3,good,12/26/2011
377,955,339,4,Useful,1/25/2023
378,446,161,2,lovely,12/3/2002
379,306,249,3,good,4/21/2002
380,610,24,1,great service,5/31/2001
381,133,259,3,very good product,3/22/2017
382,844,133,2,lovely,6/27/2021
383,851,38,2,I will buy more,3/31/2022
384,516,116,5,great service,10/24/2004
385,398,209,4,lovely,6/21/2020
386,254,144,3,amazing,12/28/2012
387,170,226,4,very good product,4/4/2024
388,977,21,3,I will buy more,5/29/2016
389,564,112,5,Useful,5/27/2005
390,941,76,5,amazing,2/3/2024
391,532,137,1,I will buy more,1/13/2020
392,890,112,2,amazing,11/5/2004
393,654,332,1,I will buy more,4/1/2007
394,484,45,3,good,3/24/2019
395,365,14,4,lovely,1/13/2018
396,886,12,4,woow,2/17/2021
397,721,181,4,woow,11/8/2013
398,812,47,3,I will buy more,10/23/2013
399,825,344,2,lovely,11/14/2015
400,85,325,1,great service,2/29/2004
401,943,301,2,amazing,2/6/2024
402,772,394,2,Useful,9/13/2019
403,601,370,5,very good product,1/26/2001
404,592,338,2,woow,5/15/2002
405,742,262,1,woow,7/12/2006
406,600,68,2,very good product,8/6/2001
407,146,121,4,I will buy more,4/27/2019
408,132,156,4,very good product,7/2/2003
409,697,392,3,great service,11/25/2011
410,13,40,2,lovely,4/24/2012
411,353,352,2,I will buy more,1/25/2003
412,254,133,4,woow,8/27/2001
413,410,377,3,lovely,3/10/2006
414,266,8,4,amazing,10/17/2011
415,400,384,5,great service,4/6/2013
416,350,83,1,great service,6/1/2002
417,782,320,5,very good product,3/5/2001
418,305,69,4,woow,5/18/2019
419,475,91,5,Useful,8/16/2020
420,622,130,4,Useful,8/1/2016
421,493,106,3,I will buy more,12/25/2004
422,427,251,2,great service,12/9/2005
423,762,3,1,good,7/2/2018
424,256,149,4,I will buy more,6/4/2020
425,728,383,2,Useful,6/17/2024
426,766,186,2,good,7/31/2006
427,183,75,2,amazing,1/11/2017
428,863,18,2,amazing,12/27/2001
429,929,316,3,woow,2/7/2014
430,355,189,4,amazing,1/27/2018
431,468,97,2,I will buy more,9/6/2007
432,452,186,3,woow,1/3/2004
433,798,254,2,good,10/4/2015
434,493,376,3,amazing,10/25/2004
435,727,49,2,woow,5/21/2019
436,514,77,5,I will buy more,10/25/2011
437,98,379,4,good,1/28/2003
438,791,228,1,I will buy more,11/28/2008
439,545,174,1,lovely,1/2/2011
440,153,336,4,very good product,6/4/2007
441,485,338,4,good,5/6/2022
442,15,290,4,amazing,11/1/2003
443,63,222,4,I will buy more,8/9/2017
444,150,51,1,great service,7/16/2007
445,224,80,1,lovely,8/10/2002
446,371,94,3,Useful,11/18/2000
447,583,56,2,Useful,12/20/2010
448,350,37,5,Useful,6/16/2023
449,116,113,4,Useful,5/8/2003
450,448,343,2,woow,10/13/2021
451,566,101,4,lovely,11/22/2020
452,343,6,4,very good product,4/7/2010
453,782,354,2,Useful,8/9/2024
454,371,80,3,woow,12/8/2008
455,714,261,2,Useful,3/28/2001
456,290,379,1,very good product,10/3/2022
457,798,106,1,very good product,10/11/2002
458,141,332,5,lovely,3/4/2013
459,778,11,5,lovely,5/22/2020
460,882,286,1,I will buy more,6/10/2001
461,413,71,5,I will buy more,3/24/2000
462,693,19,3,very good product,11/24/2011
463,267,81,2,lovely,2/1/2013
464,335,136,3,woow,12/7/2023
465,863,292,5,lovely,12/10/2024
466,85,82,2,good,1/26/2015
467,553,349,5,good,12/2/2015
468,254,388,5,lovely,10/21/2022
469,58,67,1,amazing,3/2/2015
470,218,169,4,lovely,10/8/2018
471,556,108,5,amazing,5/1/2009
472,186,211,3,woow,7/5/2007
473,108,377,3,good,7/9/2012
474,317,252,2,Useful,7/19/2012
475,474,264,5,Useful,2/11/2000
476,225,316,4,woow,11/14/2013
477,408,70,4,woow,8/5/2009
478,322,26,3,woow,10/11/2019
479,785,183,5,great service,11/21/2024
480,136,236,3,great service,9/14/2008
481,581,357,4,I will buy more,5/28/2006
482,609,264,5,Useful,5/3/2016
483,119,41,5,lovely,5/26/2018
484,344,345,5,I will buy more,5/21/2017
485,983,304,5,great service,2/4/2000
486,202,90,5,Useful,2/25/2000
487,307,1,3,good,12/16/2020
488,254,346,3,great service,1/15/2021
489,70,140,2,amazing,1/15/2008
490,251,379,2,lovely,3/4/2018
491,394,391,5,I will buy more,12/31/2022
492,949,41,1,great service,9/28/2009
493,190,352,2,good,5/9/2020
494,383,228,3,Useful,5/3/2010
495,737,314,4,very good product,6/15/2022
496,881,263,3,amazing,5/21/2005
497,487,299,2,great service,6/27/2021
498,665,101,5,amazing,1/28/2019
499,270,314,4,good,7/14/2020
500,60,369,5,woow,4/18/2009
501,902,188,2,lovely,6/18/2004
502,823,103,1,great service,9/18/2020
503,226,135,2,amazing,7/4/2021
504,770,238,3,lovely,9/19/2008
505,847,110,4,lovely,11/7/2022
506,556,354,4,great service,5/11/2000
507,348,214,4,lovely,1/7/2010
508,31,85,5,woow,5/17/2002
509,374,285,1,I will buy more,1/24/2021
510,800,186,3,great service,11/17/2009
511,540,174,3,I will buy more,9/6/2021
512,273,53,4,woow,12/25/2004
513,377,112,5,lovely,1/17/2020
514,842,20,4,I will buy more,6/27/2019
515,796,242,2,very good product,7/31/2023
516,693,232,5,good,5/23/2011
517,705,275,1,amazing,1/14/2011
518,88,255,2,amazing,6/13/2006
519,945,45,5,good,10/2/2004
520,187,150,3,I will buy more,11/18/2009
521,521,175,4,great service,3/12/2021
522,214,149,3,great service,3/28/2020
523,476,80,4,lovely,10/15/2004
524,577,111,2,Useful,9/28/2017
525,622,207,4,great service,6/27/2022
526,523,226,5,woow,4/27/2011
527,441,28,1,Useful,3/5/2013
528,213,290,3,good,6/28/2020
529,918,148,3,lovely,1/29/2024
530,361,147,4,lovely,2/15/2024
531,982,32,5,lovely,5/13/2022
532,69,234,3,great service,12/24/2001
533,925,67,3,I will buy more,3/31/2015
534,151,367,5,good,9/14/2018
535,220,85,1,lovely,11/24/2017
536,279,24,1,good,3/27/2013
537,374,50,1,lovely,9/21/2013
538,894,103,1,very good product,6/7/2017
539,728,226,5,I will buy more,11/14/2024
540,986,177,2,I will buy more,3/21/2008
541,11,101,1,Useful,12/10/2010
542,468,156,4,lovely,7/20/2016
543,547,130,5,woow,3/15/2023
544,502,33,2,amazing,12/31/2011
545,289,121,3,very good product,1/12/2018
546,913,291,2,very good product,7/25/2015
547,986,348,2,woow,2/1/2006
548,731,358,2,amazing,11/27/2005
549,6,38,3,great service,6/29/2010
550,493,341,5,lovely,1/21/2007
551,287,280,5,Useful,9/24/2018
552,803,82,3,woow,10/18/2014
553,59,363,5,I will buy more,3/17/2003
554,75,95,4,great service,4/17/2006
555,161,147,1,lovely,9/22/2018
556,400,184,3,Useful,3/4/2016
557,982,335,3,I will buy more,7/31/2014
558,134,87,2,Useful,2/4/2013
559,386,273,4,Useful,8/30/2005
560,387,217,1,good,3/19/2002
561,369,175,1,amazing,12/19/2024
562,683,382,1,I will buy more,12/24/2023
563,153,54,1,woow,12/3/2022
564,779,389,4,amazing,12/31/2019
565,375,372,1,amazing,7/2/2000
566,488,78,3,lovely,3/26/2005
567,363,210,1,amazing,11/16/2021
568,347,271,4,Useful,3/18/2009
569,324,219,2,woow,6/25/2002
570,407,70,5,lovely,6/12/2002
571,605,399,4,I will buy more,8/17/2007
572,68,146,3,very good product,2/25/2000
573,384,41,5,very good product,8/3/2015
574,207,101,1,Useful,11/11/2008
575,822,238,4,great service,8/6/2024
576,290,157,2,good,11/4/2016
577,267,253,4,I will buy more,6/26/2008
578,141,293,2,great service,11/4/2014
579,930,111,1,amazing,2/7/2019
580,582,344,4,good,7/25/2010
581,341,266,5,I will buy more,10/19/2001
582,70,290,4,amazing,8/31/2010
583,811,42,2,Useful,9/26/2000
584,381,210,1,amazing,10/12/2013
585,444,363,1,I will buy more,9/16/2010
586,609,120,3,good,10/13/2016
587,800,63,5,amazing,2/27/2015
588,148,298,3,amazing,2/12/2008
589,443,50,1,amazing,11/13/2022
590,14,333,4,good,9/24/2004
591,296,80,2,I will buy more,10/27/2016
592,353,55,4,lovely,11/10/2013
593,160,139,5,very good product,8/16/2022
594,555,110,3,very good product,8/20/2001
595,548,301,4,amazing,8/4/2005
596,425,115,2,amazing,3/18/2024
597,156,37,2,Useful,3/26/2014
598,745,237,5,lovely,7/12/2019
599,162,290,4,I will buy more,5/30/2012
600,600,210,4,woow,11/23/2011
601,859,399,3,great service,7/17/2016
602,61,159,4,Useful,7/31/2015
603,975,185,4,I will buy more,1/18/2003
604,903,201,3,lovely,9/4/2003
605,315,71,5,great service,7/27/2012
606,970,77,2,great service,10/2/2022
607,842,38,4,I will buy more,5/10/2014
608,43,39,1,very good product,5/3/2006
609,61,7,4,I will buy more,5/27/2008
610,76,26,4,I will buy more,9/10/2015
611,497,250,3,good,3/30/2023
612,752,130,1,great service,1/12/2016
613,85,66,3,very good product,3/25/2016
614,198,194,1,lovely,1/6/2023
615,296,29,3,very good product,7/15/2016
616,198,189,4,lovely,11/13/2022
617,228,136,3,I will buy more,9/14/2007
618,26,214,5,Useful,9/10/2014
619,631,372,3,Useful,6/4/2022
620,924,258,2,great service,5/6/2015
621,551,243,4,great service,10/27/2024
622,964,309,4,good,5/21/2000
623,289,58,2,very good product,1/23/2014
624,118,193,2,woow,12/21/2012
625,957,187,5,lovely,12/31/2023
626,345,173,4,Useful,9/25/2024
627,961,218,4,Useful,3/4/2005
628,212,317,1,lovely,2/4/2007
629,249,123,4,Useful,10/6/2012
630,794,303,3,lovely,7/18/2017
631,463,136,2,good,5/16/2014
632,638,237,2,very good product,6/7/2009
633,217,64,1,lovely,6/4/2007
634,699,219,2,woow,5/8/2011
635,337,234,1,very good product,4/4/2024
636,946,164,5,Useful,8/15/2014
637,616,158,1,good,8/6/2004
638,19,195,2,very good product,9/20/2022
639,911,133,1,amazing,9/14/2003
640,869,243,5,woow,8/13/2008
641,733,51,1,amazing,4/12/2000
642,148,195,5,great service,1/20/2003
643,642,362,4,woow,7/3/2012
644,414,223,5,amazing,8/20/2017
645,946,101,5,I will buy more,12/25/2003
646,996,175,4,good,7/7/2013
647,970,51,3,lovely,10/13/2015
648,94,373,3,lovely,8/14/2010
649,824,189,1,great service,7/4/2010
650,767,29,2,I will buy more,10/11/2014
651,63,373,4,Useful,5/28/2016
652,540,116,3,very good product,11/9/2010
653,33,56,1,I will buy more,11/21/2013
654,154,65,5,lovely,6/9/2011
655,318,204,4,very good product,5/10/2013
656,171,104,2,woow,12/13/2021
657,613,115,1,Useful,2/10/2013
658,123,82,5,lovely,4/3/2022
659,760,16,5,I will buy more,10/23/2001
660,776,96,2,very good product,8/11/2014
661,859,163,5,Useful,7/31/2023
662,566,390,1,very good product,7/31/2016
663,447,256,2,amazing,3/13/2000
664,782,237,3,good,8/12/2004
665,196,238,5,I will buy more,10/23/2011
666,229,163,3,good,8/26/2021
667,603,218,5,I will buy more,3/31/2024
668,434,262,2,great service,7/5/2001
669,823,30,4,Useful,9/5/2002
670,104,366,3,very good product,1/15/2018
671,686,367,5,I will buy more,7/24/2024
672,506,6,2,good,1/8/2017
673,1000,85,3,good,1/14/2014
674,105,33,1,very good product,4/22/2018
675,290,85,2,I will buy more,9/4/2003
676,555,273,2,good,6/1/2016
677,388,15,5,great service,12/29/2014
678,854,43,5,I will buy more,7/19/2009
679,30,286,1,very good product,11/22/2022
680,169,8,5,woow,5/7/2024
681,94,132,4,Useful,3/22/2019
